canonical,category,module,source,direct_status,backends,input_units,input_grain,output_unit,final_status,blocker,math_issue,input_issue,unit_issue,grain_issue,revision_issue,pit_issue,same_day_issue,period_issue,missing_issue,parameter_issue,backend_issue,incremental_issue,cross_market_issue,input_semantic_unknown,severity
ts_ridge_regression_forecast_error_z,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,z_score,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_ridge_regression_in_sample_resid,,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ridge_regression_predictive_resid,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ridge_regression_resid_z,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,z_score,CERTIFIED,,,,,,,,,,,,,,,,
ts_robust_ema,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_robust_zscore_inclusive,robust_statistics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_robust_zscore_prior,robust_statistics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_roll_effective_spread,spread_estimator,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_rolling_median_causal,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_rolling_sr_gaussian_mean_shift_score,research_sequential,,,experimental,pandas_numpy;polars,,,level,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_roughness,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_rqa_determinism_fixed_rr,time_series_recurrence,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_rqa_laminarity_fixed_rr,time_series_recurrence,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_run_concentration,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_run_efficiency,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_run_strength,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sample_entropy,complexity,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_scale_shift,time_series_distribution,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_score_rank_weighted_mean,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_semivariance_balance,time_series_volatility,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sharpe,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_sign_cluster_index,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sign_persistence,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_signature_mahalanobis_anomaly,research_transform,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_skew,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sma_cn,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_centroid,spectral,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_entropy,spectral,,,experimental,pandas_numpy;polars,{'x': 'return_decimal'},,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_spectral_flatness,spectral,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_low_frequency_ratio,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_lowpass_trailing,technical_signal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_peak_concentration,spectral,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_spectral_quality_factor,spectral,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ssa_denoise_trailing,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ssa_prior_reconstruction_error,hankel,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ssa_reconstruction_residual,hankel,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_staleness,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_age_percentile,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_density,state_geometry,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_entry_strength,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_exit_hazard,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_integral,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_state_residual_life,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_std,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_std_if,time_series_condition,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_stratified_mean_spread,time_series_risk,,,experimental,pandas_numpy;polars,,,same_as:target,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_structural_level_density,structural_levels,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_structural_level_strength,structural_levels,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_student_t_kalman_filter,technical_signal,,,experimental,pandas_numpy;polars,,,same_as_input,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sum,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_sum_decay,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_sum_if,time_series_condition,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_super_smoother,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_support_break,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_support_fit_r2,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_support_level,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_support_log_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_support_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_swing_amplitude,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_swing_amplitude_atr,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_swing_amplitude_pct,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_swing_duration,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_swing_velocity,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_tail_imbalance,time_series_distribution,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_tail_mean,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_tail_ratio,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_threshold_cycle_asymmetry,threshold_cycle,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_threshold_cycle_period,threshold_cycle,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_time_since_change,time_series_event,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_time_slope,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_time_under_water,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_topk_mean,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_topk_std,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_topk_sum,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_total_variation_filter_trailing,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transfer_entropy,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transfer_entropy_peak_excess,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transfer_entropy_peak_lag,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transfer_entropy_peak_strength,information_theory,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transition_count,time_series_event,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_transition_intensity,time_series_state,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_trend_break_score,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_trend_tstat,time_series_regression,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_trimmed_mean,robust_statistics,,,experimental,pandas_numpy;polars;sql,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_true_streak,time_series_event,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turning_intensity,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turning_point_ratio,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turning_rate,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_age_dispersion,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_dispersion,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_entropy,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_entropy_vol_scaled,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_mode_distance,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_quantile_distance,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_cost_skew,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_holding_age,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_near_cost_mass,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_old_mass,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_profit_share,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_turnover_reference_price,time_series_chip_cost,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_two_state_regime_probability,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_upper_partial_moment,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_upper_tail_coexceedance_probability,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_upside_deviation,time_series_risk,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_valid_count,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_value_at_argextreme,time_series_order,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_var,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
